Transaction_ID,Date,Customer_ID,Account_Type,Transaction_Type,Transaction_Amount,Balance_After_Transaction,Interest_Accrued,Fee_Charged,Region,Customer_Satisfaction
INV12968,2022-05-04 16:00:00,CUST1065,Credit,Fee,1041.97,25319.51,300.42,61.4,East,
INV12394,2022-04-10 18:00:00,CUST1017,Savings,,13287.82,95420.15,260.35,177.32,,4
INV12089,2022-03-29 01:00:00,CUST1058,Savings,,37643.32,57837.18,318.64,250.2,East,1
INV10092,2022-01-04 20:00:00,CUST1086,Investment,Deposit,41215.16,59415.7,29.25,255.64,West,
INV12738,2022-04-25 02:00:00,CUST1020,Checking,,17756.2,79141.3,17.87,47.0,East,3
INV11770,2022-03-15 18:00:00,CUST1055,Credit,Withdrawal,6845.4,67592.43,452.9,134.38,West,4
INV10872,2022-02-06 08:00:00,CUST1062,Investment,,41233.07,22572.51,277.94,279.46,West,1
INV11592,2022-03-08 08:00:00,CUST1093,Checking,Withdrawal,37917.55,98768.35,59.08,249.32,North,4
INV12874,2022-04-30 18:00:00,CUST1031,,,32993.54,23445.7,440.63,80.75,North,5
INV12336,2022-04-08 08:00:00,CUST1077,,Deposit,5588.58,52365.99,16.29,189.46,North,
INV10659,2022-01-28 11:00:00,CUST1057,Investment,Withdrawal,13158.66,59191.8,69.7,195.25,North,2
INV11875,2022-03-20 03:00:00,CUST1032,,Interest,7260.19,96150.6,124.2,229.74,North,3
INV11712,2022-03-13 08:00:00,CUST1034,Credit,Interest,88.96,68454.45,77.86,262.37,,4
INV10813,2022-02-03 21:00:00,CUST1094,Investment,Fee,21381.01,86768.97,80.79,166.98,South,3
INV10402,2022-01-17 18:00:00,CUST1001,,Interest,549.81,91601.18,346.09,279.46,,4
INV11673,2022-03-11 17:00:00,CUST1060,Investment,Withdrawal,23523.87,98086.25,71.3,138.62,,1
INV10289,2022-01-13 01:00:00,CUST1001,Investment,,19365.29,93344.21,190.85,52.15,South,2
INV10023,2022-01-01 23:00:00,CUST1020,,Interest,22100.97,39596.12,122.1,77.81,,1
INV12697,2022-04-23 09:00:00,CUST1055,Checking,Withdrawal,2974.85,39300.67,139.72,98.61,North,4
INV10046,2022-01-02 22:00:00,CUST1006,Investment,,30095.3,72604.53,273.43,13.58,West,1
INV12921,2022-05-02 17:00:00,CUST1081,Investment,Interest,45913.73,84285.22,18.4,195.05,,5
INV11804,2022-03-17 04:00:00,CUST1041,,Interest,8147.18,40382.62,242.56,220.03,North,2
INV10798,2022-02-03 06:00:00,CUST1085,Credit,,38484.41,78047.91,495.08,99.1,West,5
INV12387,2022-04-10 11:00:00,CUST1028,,Withdrawal,6245.56,11375.65,423.32,101.46,East,4
INV12574,2022-04-18 06:00:00,CUST1021,Checking,Deposit,39762.88,88801.39,62.86,299.48,South,2
INV10376,2022-01-16 16:00:00,CUST1045,Investment,Deposit,37802.65,34868.21,378.74,258.59,North,3
INV10262,2022-01-11 22:00:00,CUST1018,Credit,Withdrawal,17685.22,39331.58,465.65,180.34,South,
INV11144,2022-02-17 16:00:00,CUST1050,,Fee,20475.36,41184.39,343.44,187.51,West,3
INV11995,2022-03-25 03:00:00,CUST1085,Savings,Interest,25309.09,1687.75,333.68,42.51,West,4
INV11327,2022-02-25 07:00:00,CUST1029,Savings,Withdrawal,44394.09,12321.62,348.17,72.72,North,5
INV11386,2022-02-27 18:00:00,CUST1015,Checking,Withdrawal,38152.02,4699.91,378.99,82.6,,3
INV10360,2022-01-16 00:00:00,CUST1018,Credit,Interest,2923.18,52360.7,216.68,120.73,East,
INV11850,2022-03-19 02:00:00,CUST1067,,Withdrawal,3968.53,34436.34,460.62,139.0,North,
INV11398,2022-02-28 06:00:00,CUST1006,Savings,,24141.59,42400.18,226.22,3.94,,1
INV12298,2022-04-06 18:00:00,CUST1030,Savings,Withdrawal,45723.74,87430.81,436.31,97.06,North,4
INV12162,2022-04-01 02:00:00,CUST1027,Checking,Deposit,45747.35,27569.44,341.69,195.6,North,5
INV12660,2022-04-21 20:00:00,CUST1097,Credit,Withdrawal,28210.71,86863.59,65.29,292.28,South,4
INV10589,2022-01-25 13:00:00,CUST1072,Credit,,3608.32,71374.85,486.29,199.66,West,3
INV12506,2022-04-15 10:00:00,CUST1072,,,19632.38,46724.86,34.74,26.36,North,2
INV10619,2022-01-26 19:00:00,CUST1099,Investment,Deposit,49638.62,14781.34,167.85,291.88,East,5
INV12434,2022-04-12 10:00:00,CUST1009,Investment,,39227.44,69051.65,166.28,91.17,,5
INV11873,2022-03-20 01:00:00,CUST1028,Savings,,26900.6,52602.41,197.96,16.1,East,3
INV11359,2022-02-26 15:00:00,CUST1054,Savings,Deposit,14132.11,79529.24,472.18,182.94,East,4
INV10279,2022-01-12 15:00:00,CUST1049,Investment,Fee,44815.11,83518.86,55.03,97.54,West,4
INV10062,2022-01-03 14:00:00,CUST1070,,,15642.54,3584.54,178.15,255.64,East,3
INV10797,2022-02-03 05:00:00,CUST1088,Investment,Deposit,48080.49,69878.2,281.89,169.78,East,4
INV12746,2022-04-25 10:00:00,CUST1064,Investment,Withdrawal,22416.92,79762.05,178.58,265.25,South,4
INV11973,2022-03-24 05:00:00,CUST1087,Savings,Deposit,30314.05,44746.89,472.13,228.59,South,5
INV12007,2022-03-25 15:00:00,CUST1091,,Withdrawal,36336.26,6086.67,249.11,298.82,West,1
INV12002,2022-03-25 10:00:00,CUST1031,,Interest,12932.44,51909.64,424.31,229.92,East,2
INV11451,2022-03-02 11:00:00,CUST1036,Credit,Fee,40287.18,22623.19,213.03,128.68,East,1
INV11222,2022-02-20 22:00:00,CUST1089,,Fee,49911.14,85845.11,351.42,214.96,West,
INV10508,2022-01-22 04:00:00,CUST1091,Checking,Withdrawal,48398.81,86809.65,333.42,201.73,South,4
INV12524,2022-04-16 04:00:00,CUST1049,Credit,Deposit,20729.9,4011.14,201.82,210.56,North,1
INV11254,2022-02-22 06:00:00,CUST1035,Savings,Fee,11707.92,14135.68,491.21,281.45,,5
INV11447,2022-03-02 07:00:00,CUST1057,Checking,Fee,36101.63,1289.26,155.6,48.33,,
INV10309,2022-01-13 21:00:00,CUST1035,Credit,Withdrawal,20096.65,3525.74,96.88,146.88,South,3
INV10577,2022-01-25 01:00:00,CUST1089,,Interest,3221.99,57746.48,247.14,196.64,South,3
INV10982,2022-02-10 22:00:00,CUST1073,Credit,Withdrawal,44879.13,74481.23,381.12,20.4,North,3
INV10857,2022-02-05 17:00:00,CUST1013,Investment,Withdrawal,35338.86,19280.0,165.13,293.81,South,1
INV11239,2022-02-21 15:00:00,CUST1091,Investment,Interest,41324.42,94588.53,285.72,188.76,,
INV12201,2022-04-02 17:00:00,CUST1043,Checking,Withdrawal,48734.17,4895.43,426.16,228.59,West,
INV11754,2022-03-15 02:00:00,CUST1069,Savings,,4787.77,40222.86,93.42,186.77,West,2
INV10948,2022-02-09 12:00:00,CUST1047,Checking,,15836.74,71240.59,382.53,172.77,North,4
INV10187,2022-01-08 19:00:00,CUST1074,Investment,Deposit,31447.37,41184.11,382.8,29.78,,3
INV12143,2022-03-31 07:00:00,CUST1086,Savings,Fee,5247.08,27373.9,176.68,56.77,North,4
INV12111,2022-03-29 23:00:00,CUST1003,,Withdrawal,19277.2,24299.34,357.22,197.51,,
INV11485,2022-03-03 21:00:00,CUST1045,Credit,Deposit,152.08,62134.41,422.64,160.44,North,5
INV10240,2022-01-11 00:00:00,CUST1054,,Fee,32066.87,31915.1,104.59,275.61,South,1
INV11785,2022-03-16 09:00:00,CUST1058,Savings,Interest,27710.89,99755.07,100.84,198.67,East,5
INV12919,2022-05-02 15:00:00,CUST1028,Credit,Fee,13785.08,16569.19,101.31,16.04,East,1
INV12466,2022-04-13 18:00:00,CUST1080,Investment,Deposit,8373.4,51903.32,151.16,294.74,,
INV12900,2022-05-01 20:00:00,CUST1093,Investment,Withdrawal,35321.37,52250.14,241.95,106.87,,1
INV12644,2022-04-21 04:00:00,CUST1035,Checking,,9439.14,78349.44,138.81,70.05,East,2
INV10699,2022-01-30 03:00:00,CUST1057,Checking,Deposit,34398.63,19434.98,473.94,177.33,,5
INV11826,2022-03-18 02:00:00,CUST1097,Savings,Withdrawal,6387.55,10286.64,270.16,146.25,West,4
INV10282,2022-01-12 18:00:00,CUST1093,Checking,Deposit,35290.89,43603.01,411.79,48.92,North,4
INV12102,2022-03-29 14:00:00,CUST1048,Savings,Withdrawal,15709.06,77353.54,131.35,138.11,South,2
INV12691,2022-04-23 03:00:00,CUST1009,Checking,,14861.84,57698.74,94.09,15.05,North,4
INV11644,2022-03-10 12:00:00,CUST1009,Credit,,49985.38,3814.36,430.34,120.2,South,5
INV12083,2022-03-28 19:00:00,CUST1017,,,7899.96,99720.73,211.97,65.66,South,
INV10181,2022-01-08 13:00:00,CUST1027,Credit,Interest,5778.99,57370.34,186.76,258.59,East,
INV10493,2022-01-21 13:00:00,CUST1060,Credit,Interest,21022.46,47861.89,21.39,15.61,West,5
INV12178,2022-04-01 18:00:00,CUST1013,Checking,Deposit,14916.76,79590.33,64.28,186.34,South,5
INV11655,2022-03-10 23:00:00,CUST1029,,Deposit,23808.18,57818.53,185.45,179.48,North,3
INV11166,2022-02-18 14:00:00,CUST1041,Checking,,4700.16,55628.46,378.74,130.01,North,2
INV11494,2022-03-04 06:00:00,CUST1028,Savings,Deposit,40543.3,99796.41,142.51,262.37,West,
INV12296,2022-04-06 16:00:00,CUST1072,Checking,Interest,22919.58,82132.09,139.83,63.29,West,4
INV12180,2022-04-01 20:00:00,CUST1073,,Deposit,25147.12,46106.68,79.63,115.67,West,3
INV12687,2022-04-22 23:00:00,CUST1030,Investment,Interest,561.31,30454.97,96.51,82.91,,1
INV10715,2022-01-30 19:00:00,CUST1005,,Deposit,10814.14,88955.73,455.79,247.48,East,5
INV12784,2022-04-27 00:00:00,CUST1059,Investment,Interest,30784.44,71826.16,273.03,129.29,North,4
INV12157,2022-03-31 21:00:00,CUST1083,,Interest,4930.75,46839.49,317.55,198.71,East,3
INV10119,2022-01-05 23:00:00,CUST1034,Checking,Deposit,18172.5,5097.22,431.01,143.09,,5
INV10099,2022-01-05 03:00:00,CUST1023,Checking,Interest,25439.11,87792.7,333.9,91.73,East,5
INV11201,2022-02-20 01:00:00,CUST1046,Credit,,22344.02,6116.01,51.81,119.51,West,4
INV10865,2022-02-06 01:00:00,CUST1049,Savings,Deposit,18561.59,37946.86,39.37,219.99,,4
INV10762,2022-02-01 18:00:00,CUST1091,,Interest,27213.72,49923.16,122.75,232.19,West,5
INV12223,2022-04-03 15:00:00,CUST1011,Checking,Deposit,18329.18,89050.84,16.08,113.29,West,
INV11834,2022-03-18 10:00:00,CUST1070,Savings,Withdrawal,48468.37,56674.53,350.97,209.91,East,1
INV10151,2022-01-07 07:00:00,CUST1008,Checking,Fee,15754.45,33575.73,357.55,17.45,East,1
INV10952,2022-02-09 16:00:00,CUST1035,Investment,Withdrawal,41790.8,7068.73,128.37,12.87,West,1
INV10624,2022-01-27 00:00:00,CUST1008,Credit,,7141.29,40304.27,177.53,144.71,East,
INV12576,2022-04-18 08:00:00,CUST1071,Investment,,23369.7,62510.81,497.59,139.02,North,
INV12331,2022-04-08 03:00:00,CUST1043,,Withdrawal,25876.45,99339.27,407.43,214.89,South,1
INV10961,2022-02-10 01:00:00,CUST1013,,Withdrawal,26141.31,70557.83,160.51,123.58,North,5
INV12493,2022-04-14 21:00:00,CUST1023,Checking,Fee,18775.11,77650.54,196.07,202.42,North,5
INV12212,2022-04-03 04:00:00,CUST1019,,,42371.83,85679.64,126.73,165.95,South,4
INV11187,2022-02-19 11:00:00,CUST1096,,Deposit,37952.2,79237.7,470.23,138.11,South,2
INV12321,2022-04-07 17:00:00,CUST1014,,,28860.34,78649.6,142.02,165.1,North,4
INV11283,2022-02-23 11:00:00,CUST1090,Checking,Deposit,35268.28,89085.48,417.48,107.39,,1
INV12630,2022-04-20 14:00:00,CUST1065,Savings,Deposit,30214.23,65065.69,208.67,32.59,South,4
INV12361,2022-04-09 09:00:00,CUST1042,Checking,Deposit,26167.69,66228.76,187.94,132.61,,4
INV12128,2022-03-30 16:00:00,CUST1038,Investment,Interest,4142.53,52722.11,296.39,113.97,,
INV10372,2022-01-16 12:00:00,CUST1098,Credit,Fee,14157.2,6403.16,97.23,132.76,South,
INV10384,2022-01-17 00:00:00,CUST1031,Credit,Interest,48387.32,53271.36,214.78,27.93,East,3
INV10068,2022-01-03 20:00:00,CUST1080,Credit,Fee,13727.84,5319.33,87.22,217.46,South,5
INV12653,2022-04-21 13:00:00,CUST1040,,Withdrawal,30765.26,76523.73,244.4,46.53,North,4
INV11461,2022-03-02 21:00:00,CUST1016,Credit,Deposit,9909.57,28077.32,392.71,122.45,East,3
INV12452,2022-04-13 04:00:00,CUST1088,Checking,Deposit,17431.97,44715.27,239.25,280.38,East,2
INV11171,2022-02-18 19:00:00,CUST1093,Savings,Fee,19195.72,64519.38,404.62,200.22,North,2
INV10752,2022-02-01 08:00:00,CUST1027,,Interest,41651.98,10415.56,120.91,273.97,West,2
INV11241,2022-02-21 17:00:00,CUST1008,Credit,Deposit,43997.68,16349.12,381.78,154.02,West,1
INV10871,2022-02-06 07:00:00,CUST1050,,Withdrawal,11111.89,32170.05,57.7,54.07,East,5
INV12806,2022-04-27 22:00:00,CUST1082,Savings,,48305.33,46505.43,185.08,193.71,West,4
INV12589,2022-04-18 21:00:00,CUST1001,Credit,,8983.22,98919.01,461.22,115.31,West,5
INV10821,2022-02-04 05:00:00,CUST1073,Credit,Fee,9795.34,417.11,175.6,185.41,North,1
INV12480,2022-04-14 08:00:00,CUST1056,Savings,Withdrawal,41423.94,91327.14,10.01,286.43,,5
INV12498,2022-04-15 02:00:00,CUST1089,Savings,Deposit,31572.56,86208.21,356.18,227.74,,5
INV11066,2022-02-14 10:00:00,CUST1046,Savings,Withdrawal,14421.91,48227.41,479.48,92.79,East,3
INV12185,2022-04-02 01:00:00,CUST1000,Savings,,7914.75,66340.0,4.41,107.69,North,1
INV11776,2022-03-16 00:00:00,CUST1032,Investment,Deposit,44931.84,96819.0,380.84,99.26,North,1
INV11445,2022-03-02 05:00:00,CUST1003,Savings,Interest,24009.71,57986.9,277.47,177.8,,4
INV11320,2022-02-25 00:00:00,CUST1093,Savings,Deposit,38862.44,26806.22,353.73,243.33,South,3
INV10722,2022-01-31 02:00:00,CUST1046,Checking,Deposit,282.13,43353.46,325.89,241.36,West,
INV10949,2022-02-09 13:00:00,CUST1060,Credit,Deposit,33564.37,42326.42,67.97,214.96,North,5
INV10453,2022-01-19 21:00:00,CUST1059,Credit,Interest,13803.66,87379.91,431.85,127.66,East,3
INV11503,2022-03-04 15:00:00,CUST1053,Investment,,36332.96,93189.39,282.58,149.91,West,3
INV11822,2022-03-17 22:00:00,CUST1045,,,47793.94,54724.03,362.05,46.16,East,2
INV12762,2022-04-26 02:00:00,CUST1051,Savings,Deposit,3901.18,5837.78,249.49,149.55,North,4
INV12017,2022-03-26 01:00:00,CUST1076,Savings,Interest,25517.25,69918.72,77.11,298.51,South,4
INV11271,2022-02-22 23:00:00,CUST1056,Investment,Fee,41950.17,13159.58,430.34,49.0,East,3
INV11696,2022-03-12 16:00:00,CUST1097,Credit,,49856.62,10039.14,160.95,142.05,North,1
INV12544,2022-04-17 00:00:00,CUST1035,Checking,Withdrawal,12747.62,99024.76,492.73,178.45,South,5
INV12518,2022-04-15 22:00:00,CUST1043,Savings,Deposit,2793.08,6848.53,174.94,263.16,South,2
INV10981,2022-02-10 21:00:00,CUST1027,,Interest,42241.14,3342.77,253.78,196.18,,
INV11619,2022-03-09 11:00:00,CUST1081,,,19926.04,50339.12,158.03,298.51,West,5
INV11727,2022-03-13 23:00:00,CUST1010,Checking,Withdrawal,27150.89,95981.52,341.68,147.35,East,2
INV11971,2022-03-24 03:00:00,CUST1085,Investment,Deposit,32429.87,75631.55,367.81,74.93,West,5
INV10581,2022-01-25 05:00:00,CUST1057,Checking,Fee,32662.83,54463.8,87.22,163.73,East,1
INV12950,2022-05-03 22:00:00,CUST1057,Savings,Deposit,2823.19,10839.11,322.92,172.89,,3
INV11522,2022-03-05 10:00:00,CUST1072,Credit,,5096.71,54425.47,158.4,251.82,North,
INV11709,2022-03-13 05:00:00,CUST1098,,Withdrawal,39168.01,8053.66,162.92,70.47,South,2
INV11392,2022-02-28 00:00:00,CUST1094,,Interest,9881.7,2508.77,35.71,285.85,North,
INV10906,2022-02-07 18:00:00,CUST1007,Savings,Withdrawal,4622.53,11067.32,380.74,168.22,West,2
INV12860,2022-04-30 04:00:00,CUST1040,Credit,Interest,35653.71,36995.16,408.23,192.22,West,
INV10251,2022-01-11 11:00:00,CUST1015,,Interest,45142.44,60011.93,438.92,31.76,South,2
INV10223,2022-01-10 07:00:00,CUST1001,,Deposit,37861.88,82415.64,342.96,174.31,,5
INV11221,2022-02-20 21:00:00,CUST1046,Credit,Withdrawal,17575.43,59183.87,5.25,135.44,East,
INV11792,2022-03-16 16:00:00,CUST1041,Savings,,18014.51,48895.24,400.12,31.27,East,
INV12880,2022-05-01 00:00:00,CUST1016,Credit,Deposit,45738.44,27589.89,159.22,190.72,South,
INV11717,2022-03-13 13:00:00,CUST1087,Savings,Interest,13319.62,13148.01,164.64,299.79,East,5
INV10930,2022-02-08 18:00:00,CUST1000,Savings,Withdrawal,32013.29,68781.46,447.87,283.03,West,1
INV12730,2022-04-24 18:00:00,CUST1013,Investment,Interest,30069.83,57709.66,22.79,106.27,South,3
INV11086,2022-02-15 06:00:00,CUST1012,,Withdrawal,22698.89,52616.04,459.64,295.08,North,
INV12375,2022-04-09 23:00:00,CUST1050,,Withdrawal,1745.46,63455.59,98.29,58.68,South,
INV12499,2022-04-15 03:00:00,CUST1041,Checking,Deposit,29829.83,49222.09,325.52,111.25,East,3
INV12728,2022-04-24 16:00:00,CUST1091,Checking,Deposit,48608.61,61667.84,73.78,270.64,North,1
INV10697,2022-01-30 01:00:00,CUST1012,Checking,Deposit,25811.58,7334.99,246.41,284.99,South,4
INV10133,2022-01-06 13:00:00,CUST1061,Checking,Withdrawal,20068.62,777.88,478.93,81.41,North,2
INV10456,2022-01-20 00:00:00,CUST1052,Checking,,17319.84,22826.34,24.95,90.21,West,1
INV11045,2022-02-13 13:00:00,CUST1093,Investment,,4056.68,93460.24,475.46,219.52,,
INV11781,2022-03-16 05:00:00,CUST1039,Credit,Deposit,21333.02,49021.57,395.3,244.54,North,1
INV12171,2022-04-01 11:00:00,CUST1044,,Interest,3055.0,95879.59,31.17,138.11,East,5
INV10673,2022-01-29 01:00:00,CUST1037,,Fee,17436.64,56953.79,232.8,235.4,East,
INV12428,2022-04-12 04:00:00,CUST1085,Investment,Interest,8521.75,20987.58,414.71,55.18,,1
INV10899,2022-02-07 11:00:00,CUST1074,Savings,,1963.54,80120.72,351.42,165.42,North,3
INV12081,2022-03-28 17:00:00,CUST1081,,,25021.68,6885.79,261.48,260.59,,4
INV11475,2022-03-03 11:00:00,CUST1011,Checking,,6767.8,83454.35,307.66,1.31,North,2
INV11749,2022-03-14 21:00:00,CUST1071,Savings,Interest,47666.47,93147.89,314.13,299.1,East,5
INV10388,2022-01-17 04:00:00,CUST1017,Investment,,9568.61,21207.38,296.03,75.53,West,1
INV11026,2022-02-12 18:00:00,CUST1093,Checking,Withdrawal,6682.11,4543.27,167.59,119.25,West,5
INV12283,2022-04-06 03:00:00,CUST1089,Savings,Withdrawal,28145.0,7160.03,15.66,190.64,South,3
INV11778,2022-03-16 02:00:00,CUST1087,Credit,Withdrawal,43375.18,13748.69,31.17,286.95,South,5
INV12163,2022-04-01 03:00:00,CUST1065,Checking,Withdrawal,8486.48,13930.42,373.75,272.85,North,5
INV12642,2022-04-21 02:00:00,CUST1053,Credit,Interest,8988.64,79042.55,182.54,241.41,East,1
INV10414,2022-01-18 06:00:00,CUST1049,Savings,,37619.24,43536.67,376.18,27.99,,2
INV11132,2022-02-17 04:00:00,CUST1025,Savings,Withdrawal,1675.83,67537.16,281.89,252.74,,2
INV12155,2022-03-31 19:00:00,CUST1013,Credit,,35820.56,45495.53,333.42,282.77,West,
INV12511,2022-04-15 15:00:00,CUST1067,Checking,,26046.23,46715.41,23.14,210.56,South,1
INV11330,2022-02-25 10:00:00,CUST1044,,Withdrawal,40291.59,31185.58,179.67,85.41,South,1
INV12267,2022-04-05 11:00:00,CUST1046,Credit,Fee,22786.26,57328.59,19.22,13.44,North,2
INV12572,2022-04-18 04:00:00,CUST1083,Investment,Deposit,23373.19,33964.41,482.76,83.81,West,
INV11242,2022-02-21 18:00:00,CUST1050,,,49987.07,40833.25,385.21,21.29,,3
INV12488,2022-04-14 16:00:00,CUST1066,Savings,Deposit,25615.43,97546.29,25.96,41.39,North,5
INV12635,2022-04-20 19:00:00,CUST1077,Credit,Fee,28045.01,90855.51,454.25,120.92,East,2
INV11010,2022-02-12 02:00:00,CUST1097,,Withdrawal,2748.8,16637.53,76.34,154.17,North,
INV12092,2022-03-29 04:00:00,CUST1073,Investment,Fee,26101.53,71574.15,65.36,2.42,East,5
INV12857,2022-04-30 01:00:00,CUST1035,Credit,Withdrawal,10330.2,31160.11,366.05,253.44,,5
INV12159,2022-03-31 23:00:00,CUST1069,Investment,Fee,28012.99,24182.43,347.52,92.14,North,5
INV11039,2022-02-13 07:00:00,CUST1083,Credit,,28255.98,75272.06,464.9,98.91,North,4
INV11981,2022-03-24 13:00:00,CUST1017,,Deposit,3167.39,11835.45,216.24,125.11,South,3
INV11815,2022-03-17 15:00:00,CUST1076,Investment,Deposit,4754.45,9615.72,126.5,38.72,South,5
INV11943,2022-03-22 23:00:00,CUST1078,Savings,Interest,47666.68,81401.21,475.34,207.58,South,3
INV11100,2022-02-15 20:00:00,CUST1093,Investment,Withdrawal,29336.45,63582.17,195.17,16.95,East,2
INV11902,2022-03-21 06:00:00,CUST1021,Credit,Withdrawal,25578.94,39900.93,462.44,182.12,South,2
INV11761,2022-03-15 09:00:00,CUST1076,Checking,Withdrawal,26133.42,98800.5,70.94,194.9,,2
INV12246,2022-04-04 14:00:00,CUST1049,Investment,,31920.7,13807.76,182.54,241.36,,
INV10408,2022-01-18 00:00:00,CUST1047,Investment,Interest,29200.49,1619.79,411.11,80.17,,5
INV10040,2022-01-02 16:00:00,CUST1061,Savings,Interest,8787.23,24825.86,434.9,13.58,West,
INV12915,2022-05-02 11:00:00,CUST1021,,Withdrawal,42175.52,32271.02,418.0,22.98,East,4
INV10758,2022-02-01 14:00:00,CUST1057,Credit,Interest,29132.62,20915.24,422.21,253.57,South,5
INV11092,2022-02-15 12:00:00,CUST1072,Investment,Fee,25327.75,30165.13,215.93,178.67,South,3
INV11020,2022-02-12 12:00:00,CUST1069,Credit,Interest,28197.71,48261.14,140.23,182.32,North,1
INV11983,2022-03-24 15:00:00,CUST1063,Checking,Withdrawal,20789.81,97021.75,241.24,120.37,West,1
INV10655,2022-01-28 07:00:00,CUST1017,Credit,Deposit,25962.96,97062.95,420.8,245.0,North,2
INV12075,2022-03-28 11:00:00,CUST1092,,Interest,48231.5,84643.02,194.58,141.46,West,
INV10942,2022-02-09 06:00:00,CUST1025,,Withdrawal,36067.15,27537.35,470.29,106.35,East,4
INV10902,2022-02-07 14:00:00,CUST1079,,,46314.74,91132.42,173.48,27.89,,1
INV10323,2022-01-14 11:00:00,CUST1060,Credit,Withdrawal,43149.57,86689.72,319.44,204.35,West,4
INV12845,2022-04-29 13:00:00,CUST1095,Checking,Fee,41936.48,38311.92,240.91,126.69,,5
INV12440,2022-04-12 16:00:00,CUST1048,Checking,,32809.0,32470.39,477.42,174.22,North,3
INV12318,2022-04-07 14:00:00,CUST1064,Investment,Fee,1096.72,21754.71,325.94,264.46,North,3
INV10815,2022-02-03 23:00:00,CUST1002,Checking,Interest,19214.2,57437.65,244.72,174.31,South,3
INV11470,2022-03-03 06:00:00,CUST1030,Savings,Withdrawal,26181.84,23837.66,357.34,260.61,North,
INV10186,2022-01-08 18:00:00,CUST1061,Checking,Withdrawal,42943.49,47409.59,221.29,239.23,East,5
INV11896,2022-03-21 00:00:00,CUST1074,Savings,Interest,21182.79,83120.85,345.79,17.97,South,
INV12269,2022-04-05 13:00:00,CUST1090,Checking,Interest,18682.25,42966.87,344.06,135.91,East,
INV10971,2022-02-10 11:00:00,CUST1055,Checking,Withdrawal,8478.13,22687.31,479.48,267.0,North,
INV10029,2022-01-02 05:00:00,CUST1048,,Withdrawal,36871.27,65971.95,483.13,35.46,,
INV12879,2022-04-30 23:00:00,CUST1014,Investment,Withdrawal,7673.28,49572.0,392.75,70.05,South,1
INV10654,2022-01-28 06:00:00,CUST1074,,Deposit,34706.68,12538.07,7.14,140.83,,5
INV12830,2022-04-28 22:00:00,CUST1051,Credit,Withdrawal,19705.44,79949.07,202.63,150.91,South,2
INV12080,2022-03-28 16:00:00,CUST1043,Credit,Deposit,1167.11,75929.3,182.37,82.61,,5
INV11110,2022-02-16 06:00:00,CUST1033,,Withdrawal,46479.86,50769.67,212.32,87.15,,3
INV11073,2022-02-14 17:00:00,CUST1010,Investment,Fee,33948.25,86292.58,111.2,183.09,South,4
INV12470,2022-04-13 22:00:00,CUST1014,Checking,,49589.03,92390.34,155.72,231.85,South,4
INV10136,2022-01-06 16:00:00,CUST1098,Checking,Withdrawal,19311.1,52803.62,40.1,50.68,North,1
INV12300,2022-04-06 20:00:00,CUST1067,Savings,Withdrawal,38526.37,20613.45,104.45,137.88,,2
INV10413,2022-01-18 05:00:00,CUST1098,,Fee,8625.74,64631.83,188.32,49.67,East,4
INV10480,2022-01-21 00:00:00,CUST1061,Credit,Interest,13159.18,74388.5,240.2,188.76,South,2
INV10514,2022-01-22 10:00:00,CUST1075,,Withdrawal,28083.6,38025.12,341.71,232.65,West,3
INV12247,2022-04-04 15:00:00,CUST1007,Credit,Withdrawal,32731.76,58952.72,84.64,85.41,,5
INV12025,2022-03-26 09:00:00,CUST1089,Checking,,8024.42,76880.66,274.76,89.91,,5
INV12753,2022-04-25 17:00:00,CUST1044,Credit,Fee,41766.97,75693.51,111.2,256.89,South,4
INV12369,2022-04-09 17:00:00,CUST1079,Savings,Interest,36683.76,80774.8,261.62,88.76,West,1
INV12546,2022-04-17 02:00:00,CUST1076,Investment,Interest,21738.52,24284.66,371.4,110.31,North,1
INV10412,2022-01-18 04:00:00,CUST1025,Savings,Withdrawal,23940.3,1654.7,392.49,203.56,,3
INV10639,2022-01-27 15:00:00,CUST1052,Checking,Withdrawal,3808.92,31803.67,10.98,36.43,North,2
INV10467,2022-01-20 11:00:00,CUST1051,,Deposit,15747.1,25119.3,253.82,231.41,South,5
INV12557,2022-04-17 13:00:00,CUST1016,Credit,Deposit,11253.05,96077.94,18.79,90.16,West,4
INV10636,2022-01-27 12:00:00,CUST1051,Credit,,685.73,28538.97,423.88,63.48,East,5
INV12000,2022-03-25 08:00:00,CUST1075,Credit,,3202.68,65240.78,26.0,22.39,East,3
INV10903,2022-02-07 15:00:00,CUST1094,Credit,Withdrawal,48081.95,93320.27,404.59,33.07,North,
INV12191,2022-04-02 07:00:00,CUST1000,Savings,Deposit,34371.85,73076.76,198.76,166.72,North,5
INV11984,2022-03-24 16:00:00,CUST1081,,Withdrawal,22980.19,55210.36,441.31,203.91,North,
INV10932,2022-02-08 20:00:00,CUST1011,Checking,Deposit,24181.27,45934.81,40.51,273.9,,5
INV10379,2022-01-16 19:00:00,CUST1098,Savings,Withdrawal,15486.94,96547.68,351.42,62.49,South,4
INV11810,2022-03-17 10:00:00,CUST1030,Checking,Deposit,34885.34,33733.72,306.52,42.31,,5
INV10855,2022-02-05 15:00:00,CUST1078,Credit,,47570.3,34407.72,446.77,151.17,East,3
